Jahr;Monat;Kalenderwoche;Startdatum Woche;Tag-Nr.;Wochentag;Sterbedatum;Anzahl Männer 0-64;Anzahl Männer 65+;Anzahl Frauen 0-64;Anzahl Frauen 65+;Anzahl Gestorbene total
2008;10;41;2008-10-06;286;So;2008-10-12;0;2;0;1;3
2020;2;6;2020-02-03;39;Sa;2020-02-08;1;1;0;1;3
2020;12;52;2020-12-21;362;So;2020-12-27;0;4;0;9;13
2009;4;18;2009-04-27;118;Di;2009-04-28;1;2;1;4;8
2006;12;52;2006-12-25;359;Mo;2006-12-25;0;6;0;1;7
2011;12;51;2011-12-19;356;Do;2011-12-22;0;3;1;2;6
2010;7;29;2010-07-19;200;Mo;2010-07-19;0;1;0;4;5
2006;10;40;2006-10-02;276;Di;2006-10-03;3;0;0;3;6
2007;10;40;2007-10-01;275;Di;2007-10-02;0;1;0;6;7
2015;7;27;2015-06-29;185;Sa;2015-07-04;1;3;0;2;6
2020;3;10;2020-03-02;63;Di;2020-03-03;0;4;0;3;7
2007;6;26;2007-06-25;180;Fr;2007-06-29;0;1;0;2;3
2005;2;5;2005-01-31;37;So;2005-02-06;0;0;0;4;4
2008;1;2;2008-01-07;13;So;2008-01-13;0;1;0;5;6
2016;1;1;2016-01-04;6;Mi;2016-01-06;0;3;0;4;7
2005;8;33;2005-08-15;227;Mo;2005-08-15;0;2;0;2;4
2008;4;14;2008-03-31;96;Sa;2008-04-05;0;2;0;4;6
2005;8;34;2005-08-22;239;Sa;2005-08-27;0;2;0;6;8
2020;1;3;2020-01-13;13;Mo;2020-01-13;0;3;2;0;5
2019;1;5;2019-01-28;31;Do;2019-01-31;0;1;1;4;6
2012;11;45;2012-11-05;310;Mo;2012-11-05;0;2;0;0;2
2018;2;9;2018-02-26;58;Di;2018-02-27;1;1;0;5;7
2019;4;17;2019-04-22;114;Mi;2019-04-24;0;3;0;4;7
2006;2;5;2006-01-30;34;Fr;2006-02-03;1;4;0;2;7
2012;3;10;2012-03-05;70;Sa;2012-03-10;1;2;0;2;5
2018;5;21;2018-05-21;141;Mo;2018-05-21;0;5;0;2;7
2019;7;29;2019-07-15;197;Di;2019-07-16;0;2;0;3;5
2014;12;1;2014-12-29;365;Mi;2014-12-31;1;0;1;3;5
2016;12;49;2016-12-05;341;Di;2016-12-06;0;5;1;2;8
2008;8;33;2008-08-11;229;Sa;2008-08-16;0;1;0;1;2
2020;4;14;2020-03-30;96;So;2020-04-05;0;2;0;7;9
2010;9;37;2010-09-13;257;Di;2010-09-14;2;1;0;2;5
2008;5;21;2008-05-19;146;So;2008-05-25;1;2;0;2;5
2006;11;48;2006-11-27;333;Mi;2006-11-29;0;2;0;7;9
2018;6;22;2018-05-28;153;Sa;2018-06-02;0;1;0;4;5
2006;12;50;2006-12-11;345;Mo;2006-12-11;0;1;0;6;7
2013;1;1;2012-12-31;4;Fr;2013-01-04;1;1;0;1;3
2011;10;41;2011-10-10;287;Fr;2011-10-14;1;3;1;4;9
2018;11;46;2018-11-12;319;Do;2018-11-15;0;0;1;4;5
2006;1;2;2006-01-09;10;Di;2006-01-10;1;0;0;4;5
2011;5;17;2011-04-25;121;So;2011-05-01;0;0;1;3;4
2008;12;52;2008-12-22;362;Sa;2008-12-27;1;2;0;2;5
2015;2;6;2015-02-02;33;Mo;2015-02-02;0;2;0;2;4
2018;1;2;2018-01-08;8;Mo;2018-01-08;0;1;0;3;4
2018;4;13;2018-03-26;91;So;2018-04-01;0;2;0;3;5
2013;5;22;2013-05-27;149;Mi;2013-05-29;0;4;1;3;8
2005;4;14;2005-04-04;94;Mo;2005-04-04;1;1;0;4;6
2012;1;4;2012-01-23;25;Mi;2012-01-25;0;2;0;2;4
2014;6;26;2014-06-23;179;Sa;2014-06-28;0;1;0;3;4
2011;12;52;2011-12-26;363;Do;2011-12-29;0;0;0;2;2
2011;7;28;2011-07-11;197;Sa;2011-07-16;2;3;0;2;7
2017;2;7;2017-02-13;47;Do;2017-02-16;0;3;0;4;7
2009;2;7;2009-02-09;42;Mi;2009-02-11;1;2;0;8;11
2012;9;36;2012-09-03;253;So;2012-09-09;0;0;0;3;3
2015;4;16;2015-04-13;109;So;2015-04-19;1;0;0;1;2
2020;6;23;2020-06-01;153;Mo;2020-06-01;2;1;0;2;5
2015;1;5;2015-01-26;26;Mo;2015-01-26;0;2;0;2;4
2017;8;31;2017-07-31;213;Di;2017-08-01;1;2;0;3;6
2018;11;45;2018-11-05;312;Do;2018-11-08;0;0;0;3;3
2018;1;1;2018-01-01;1;Mo;2018-01-01;1;3;0;0;4
2013;12;49;2013-12-02;339;Do;2013-12-05;0;2;0;4;6
2011;4;15;2011-04-11;102;Di;2011-04-12;0;5;1;3;9
2019;5;21;2019-05-20;140;Mo;2019-05-20;0;1;0;3;4
2013;4;15;2013-04-08;99;Di;2013-04-09;0;3;0;5;8
2019;11;47;2019-11-18;323;Di;2019-11-19;0;2;0;4;6
2005;6;23;2005-06-06;163;So;2005-06-12;2;1;0;6;9
2014;3;11;2014-03-10;72;Do;2014-03-13;0;0;1;4;5
2013;3;11;2013-03-11;73;Do;2013-03-14;1;1;0;2;4
2011;5;21;2011-05-23;147;Fr;2011-05-27;1;1;0;2;4
2020;9;36;2020-08-31;248;Fr;2020-09-04;1;1;1;2;5
2010;8;33;2010-08-16;231;Do;2010-08-19;0;3;0;4;7
2005;9;35;2005-08-29;246;Sa;2005-09-03;0;2;1;6;9
2011;3;9;2011-02-28;64;Sa;2011-03-05;2;4;1;4;11
2014;10;42;2014-10-13;288;Mi;2014-10-15;0;2;0;2;4
2008;5;20;2008-05-12;139;So;2008-05-18;0;1;0;4;5
2019;7;28;2019-07-08;190;Di;2019-07-09;1;3;1;5;10
2009;1;4;2009-01-19;25;So;2009-01-25;1;2;0;4;7
2017;1;5;2017-01-30;30;Mo;2017-01-30;0;2;1;2;5
2005;10;40;2005-10-03;279;Do;2005-10-06;0;1;0;0;1
2005;7;28;2005-07-11;196;Fr;2005-07-15;0;1;1;2;4
2008;12;1;2008-12-29;364;Mo;2008-12-29;0;2;0;2;4
2016;2;8;2016-02-22;58;Sa;2016-02-27;0;1;0;1;2
2017;12;51;2017-12-18;353;Di;2017-12-19;0;4;0;2;6
2012;9;38;2012-09-17;267;So;2012-09-23;0;0;1;4;5
2013;3;12;2013-03-18;82;Sa;2013-03-23;0;5;0;3;8
2012;1;4;2012-01-23;27;Fr;2012-01-27;2;2;0;1;5
2014;10;43;2014-10-20;295;Mi;2014-10-22;0;1;0;1;2
2012;12;52;2012-12-24;365;So;2012-12-30;1;0;0;0;1
2015;11;47;2015-11-16;325;Sa;2015-11-21;0;2;0;3;5
2013;2;9;2013-02-25;56;Mo;2013-02-25;0;3;1;2;6
2008;7;27;2008-06-30;186;Fr;2008-07-04;0;3;0;2;5
2019;12;50;2019-12-09;349;So;2019-12-15;1;2;1;3;7
2008;11;48;2008-11-24;331;Mi;2008-11-26;1;2;0;5;8
2018;7;28;2018-07-09;193;Do;2018-07-12;0;0;1;4;5
2017;3;12;2017-03-20;80;Di;2017-03-21;2;3;0;1;6
2012;8;35;2012-08-27;243;Do;2012-08-30;0;1;0;2;3
2017;6;24;2017-06-12;163;Mo;2017-06-12;0;6;0;1;7
2010;12;51;2010-12-20;359;Sa;2010-12-25;0;2;0;2;4
2020;6;24;2020-06-08;163;Do;2020-06-11;1;2;0;1;4
2010;2;7;2010-02-15;48;Mi;2010-02-17;0;3;0;3;6
2020;9;36;2020-08-31;246;Mi;2020-09-02;0;0;1;2;3
2012;3;11;2012-03-12;77;Sa;2012-03-17;0;5;0;3;8
2017;1;3;2017-01-16;18;Mi;2017-01-18;0;2;0;4;6
2009;4;14;2009-03-30;94;Sa;2009-04-04;1;1;0;1;3
2005;1;2;2005-01-10;13;Do;2005-01-13;1;2;0;1;4
2016;12;49;2016-12-05;343;Do;2016-12-08;0;0;1;2;3
2019;8;35;2019-08-26;242;Fr;2019-08-30;1;2;0;0;3
2011;8;34;2011-08-22;237;Do;2011-08-25;0;2;1;0;3
2009;3;13;2009-03-23;82;Mo;2009-03-23;0;4;0;4;8
2005;12;48;2005-11-28;336;Fr;2005-12-02;1;4;1;3;9
2012;10;42;2012-10-15;293;Fr;2012-10-19;2;3;1;2;8
2016;4;16;2016-04-18;115;So;2016-04-24;1;2;0;3;6
2017;6;25;2017-06-19;170;Mo;2017-06-19;0;5;0;3;8
2010;2;8;2010-02-22;55;Mi;2010-02-24;0;0;0;2;2
2020;4;17;2020-04-20;113;Mi;2020-04-22;1;1;0;1;3
2018;12;51;2018-12-17;352;Di;2018-12-18;1;1;0;4;6
2016;7;28;2016-07-11;198;Sa;2016-07-16;0;1;1;5;7
2007;3;11;2007-03-12;73;Mi;2007-03-14;0;4;0;6;10
2018;2;6;2018-02-05;41;Sa;2018-02-10;1;2;1;4;8
2013;5;20;2013-05-13;139;So;2013-05-19;0;2;0;0;2
2015;7;31;2015-07-27;211;Do;2015-07-30;0;1;0;1;2
2020;7;29;2020-07-13;196;Di;2020-07-14;1;0;1;3;5
2014;4;17;2014-04-21;112;Di;2014-04-22;1;1;0;3;5
2005;4;17;2005-04-25;120;Sa;2005-04-30;1;1;0;3;5
2015;1;5;2015-01-26;28;Mi;2015-01-28;0;2;0;3;5
2014;1;5;2014-01-27;29;Mi;2014-01-29;0;0;2;2;4
2018;5;20;2018-05-14;136;Mi;2018-05-16;1;6;0;3;10
2013;12;49;2013-12-02;341;Sa;2013-12-07;1;1;0;3;5
2013;1;5;2013-01-28;30;Mi;2013-01-30;1;3;0;5;9
2007;2;7;2007-02-12;47;Fr;2007-02-16;0;2;0;3;5
2005;10;41;2005-10-10;286;Do;2005-10-13;1;2;0;3;6
2012;12;49;2012-12-03;343;Sa;2012-12-08;0;0;2;3;5
2011;1;3;2011-01-17;21;Fr;2011-01-21;0;3;0;1;4
2012;1;3;2012-01-16;20;Fr;2012-01-20;1;1;0;2;4
2011;4;15;2011-04-11;104;Do;2011-04-14;0;0;0;4;4
2007;1;4;2007-01-22;23;Di;2007-01-23;0;1;0;5;6
2019;5;22;2019-05-27;147;Mo;2019-05-27;1;1;0;3;5
2008;6;26;2008-06-23;179;Fr;2008-06-27;1;5;2;1;9
2006;2;5;2006-01-30;36;So;2006-02-05;0;3;1;2;6
2020;10;44;2020-10-26;303;Do;2020-10-29;0;4;0;2;6
2008;9;38;2008-09-15;262;Do;2008-09-18;1;3;0;5;9
2017;3;9;2017-02-27;61;Do;2017-03-02;2;3;0;4;9
2018;7;29;2018-07-16;200;Do;2018-07-19;1;1;0;7;9
2009;5;22;2009-05-25;151;So;2009-05-31;0;2;0;2;4
2017;5;21;2017-05-22;144;Mi;2017-05-24;0;1;1;2;4
2010;5;18;2010-05-03;124;Di;2010-05-04;1;2;0;3;6
2014;12;50;2014-12-08;347;Sa;2014-12-13;0;3;0;3;6
2008;11;45;2008-11-03;312;Fr;2008-11-07;0;2;0;3;5
2015;1;2;2015-01-05;9;Fr;2015-01-09;0;3;0;0;3
2014;9;38;2014-09-15;264;So;2014-09-21;0;5;0;3;8
2007;1;3;2007-01-15;16;Di;2007-01-16;0;0;0;6;6
2015;8;35;2015-08-24;237;Di;2015-08-25;0;1;0;5;6
2006;10;41;2006-10-09;283;Di;2006-10-10;0;5;1;3;9
2019;2;6;2019-02-04;40;Sa;2019-02-09;0;5;0;2;7
2007;12;49;2007-12-03;339;Mi;2007-12-05;0;2;0;1;3
2018;10;43;2018-10-22;295;Mo;2018-10-22;0;1;1;5;7
2017;11;46;2017-11-13;322;Sa;2017-11-18;0;6;0;3;9
2020;9;39;2020-09-21;265;Mo;2020-09-21;0;4;0;1;5
2010;4;14;2010-04-05;100;Sa;2010-04-10;0;2;1;1;4
2012;10;41;2012-10-08;286;Fr;2012-10-12;1;3;0;2;6
2020;2;6;2020-02-03;37;Do;2020-02-06;0;4;1;4;9
2016;5;17;2016-04-25;122;So;2016-05-01;1;1;0;5;7
2017;10;40;2017-10-02;277;Mi;2017-10-04;0;1;0;2;3
2011;5;19;2011-05-09;130;Di;2011-05-10;1;2;0;2;5
2014;1;1;2013-12-30;3;Fr;2014-01-03;0;2;1;1;4
2020;12;50;2020-12-07;348;So;2020-12-13;1;4;0;2;7
2008;10;42;2008-10-13;288;Di;2008-10-14;1;0;0;5;6
2010;8;33;2010-08-16;233;Sa;2010-08-21;0;3;0;5;8
2016;5;19;2016-05-09;134;Fr;2016-05-13;0;1;0;3;4
2007;10;42;2007-10-15;289;Di;2007-10-16;3;4;1;4;12
2008;5;18;2008-04-28;122;Do;2008-05-01;0;0;0;1;1
2007;7;30;2007-07-23;206;Mi;2007-07-25;0;2;0;3;5
2019;4;17;2019-04-22;116;Fr;2019-04-26;1;2;0;3;6
2010;9;38;2010-09-20;264;Di;2010-09-21;0;2;0;2;4
2010;12;50;2010-12-13;347;Mo;2010-12-13;0;1;1;3;5
2015;7;28;2015-07-06;192;Sa;2015-07-11;1;4;1;3;9
2006;10;40;2006-10-02;278;Do;2006-10-05;0;5;0;0;5
2018;5;21;2018-05-21;143;Mi;2018-05-23;1;1;0;0;2
2014;1;2;2014-01-06;10;Fr;2014-01-10;1;2;0;1;4
2007;3;10;2007-03-05;69;Sa;2007-03-10;0;0;0;1;1
2011;4;16;2011-04-18;111;Do;2011-04-21;0;4;0;4;8
2014;11;47;2014-11-17;321;Mo;2014-11-17;2;1;1;5;9
2006;11;47;2006-11-20;328;Fr;2006-11-24;0;1;0;5;6
2020;8;35;2020-08-24;239;Mi;2020-08-26;1;7;0;1;9
2005;2;6;2005-02-07;44;So;2005-02-13;1;3;0;2;6
2011;1;4;2011-01-24;28;Fr;2011-01-28;0;1;0;5;6
2010;6;22;2010-05-31;157;So;2010-06-06;0;1;0;5;6
2012;11;45;2012-11-05;312;Mi;2012-11-07;1;4;0;3;8
2009;6;23;2009-06-01;158;So;2009-06-07;0;2;0;1;3
2017;1;2;2017-01-09;11;Mi;2017-01-11;1;0;0;5;6
2011;11;45;2011-11-07;313;Mi;2011-11-09;1;3;0;2;6
2018;1;2;2018-01-08;10;Mi;2018-01-10;1;5;0;5;11
2019;6;24;2019-06-10;166;Sa;2019-06-15;0;2;2;3;7
2009;8;35;2009-08-24;241;Sa;2009-08-29;0;0;0;2;2
2005;11;47;2005-11-21;329;Fr;2005-11-25;0;5;0;3;8
2019;9;36;2019-09-02;249;Fr;2019-09-06;0;5;0;3;8
2006;9;35;2006-08-28;245;Sa;2006-09-02;0;2;1;3;6
2005;11;44;2005-10-31;305;Di;2005-11-01;2;5;0;1;8
2014;3;9;2014-02-24;60;Sa;2014-03-01;1;3;0;3;7
2012;10;43;2012-10-22;300;Fr;2012-10-26;2;0;0;5;7
2008;5;22;2008-05-26;148;Di;2008-05-27;0;1;0;5;6
2016;7;27;2016-07-04;191;Sa;2016-07-09;0;0;0;2;2
2006;8;34;2006-08-21;233;Mo;2006-08-21;1;1;1;2;5
2020;7;28;2020-07-06;189;Di;2020-07-07;1;2;0;5;8
2013;5;19;2013-05-06;132;So;2013-05-12;0;5;0;0;5
2016;9;39;2016-09-26;274;Fr;2016-09-30;0;2;0;2;4
2006;5;22;2006-05-29;150;Di;2006-05-30;0;2;0;3;5
2014;1;1;2013-12-30;5;So;2014-01-05;1;1;0;1;3
2010;9;35;2010-08-30;247;Sa;2010-09-04;0;5;0;6;11
2005;5;18;2005-05-02;122;Mo;2005-05-02;1;1;0;1;3
2011;8;32;2011-08-08;220;Mo;2011-08-08;0;1;0;3;4
2010;6;23;2010-06-07;164;So;2010-06-13;0;0;0;5;5
2019;11;45;2019-11-04;308;Mo;2019-11-04;0;3;0;2;5
2013;9;36;2013-09-02;248;Do;2013-09-05;0;1;0;2;3
2014;11;48;2014-11-24;331;Do;2014-11-27;0;0;0;1;1
2006;11;45;2006-11-06;311;Di;2006-11-07;1;1;0;0;2
2013;6;24;2013-06-10;165;Fr;2013-06-14;0;1;1;1;3
2016;8;32;2016-08-08;224;Do;2016-08-11;0;1;0;2;3
2015;7;29;2015-07-13;194;Mo;2015-07-13;0;0;0;3;3
2006;3;12;2006-03-20;83;Fr;2006-03-24;2;6;0;3;11
2020;5;20;2020-05-11;136;Fr;2020-05-15;0;2;0;1;3
2015;6;25;2015-06-15;168;Mi;2015-06-17;0;3;1;2;6
2009;5;21;2009-05-18;141;Do;2009-05-21;0;2;0;3;5
2010;10;42;2010-10-18;297;So;2010-10-24;0;1;0;2;3
2006;8;31;2006-07-31;216;Fr;2006-08-04;1;2;0;3;6
2008;1;5;2008-01-28;29;Di;2008-01-29;0;2;0;4;6
2020;8;34;2020-08-17;231;Di;2020-08-18;1;2;0;3;6
2007;1;5;2007-01-29;30;Di;2007-01-30;1;2;0;3;6
2012;11;47;2012-11-19;326;Mi;2012-11-21;0;4;0;3;7
2018;2;6;2018-02-05;36;Mo;2018-02-05;0;1;1;2;4
2007;12;49;2007-12-03;341;Fr;2007-12-07;0;2;0;4;6
2018;4;17;2018-04-23;119;So;2018-04-29;0;1;0;0;1
2012;3;13;2012-03-26;86;Mo;2012-03-26;0;1;0;4;5
2009;2;9;2009-02-23;58;Fr;2009-02-27;0;1;0;6;7
2016;1;1;2016-01-04;8;Fr;2016-01-08;1;1;1;3;6
2016;3;13;2016-03-28;91;Do;2016-03-31;0;2;0;4;6
2020;11;46;2020-11-09;314;Mo;2020-11-09;1;0;0;2;3
2016;6;25;2016-06-20;174;Mi;2016-06-22;0;2;0;6;8
2019;6;23;2019-06-03;156;Mi;2019-06-05;1;2;1;2;6
2014;3;10;2014-03-03;62;Mo;2014-03-03;0;2;0;1;3
2011;6;23;2011-06-06;163;So;2011-06-12;1;0;0;4;5
2011;9;35;2011-08-29;246;Sa;2011-09-03;0;1;0;2;3
2006;3;10;2006-03-06;69;Fr;2006-03-10;0;2;1;2;5
2018;7;27;2018-07-02;183;Mo;2018-07-02;0;0;1;4;5
2012;8;32;2012-08-06;219;Mo;2012-08-06;1;2;0;3;6
2006;8;34;2006-08-21;235;Mi;2006-08-23;0;2;0;2;4
2017;1;2;2017-01-09;13;Fr;2017-01-13;1;5;0;5;11
2013;8;32;2013-08-05;222;Sa;2013-08-10;0;4;1;3;8
2018;10;40;2018-10-01;278;Fr;2018-10-05;0;6;1;3;10
2014;7;29;2014-07-14;195;Mo;2014-07-14;1;5;0;6;12
2012;2;6;2012-02-06;41;Fr;2012-02-10;0;1;0;4;5
2015;4;17;2015-04-20;111;Di;2015-04-21;3;0;0;1;4
2012;11;46;2012-11-12;322;Sa;2012-11-17;0;0;0;1;1
2005;2;7;2005-02-14;46;Di;2005-02-15;0;1;1;7;9
2013;9;39;2013-09-23;267;Di;2013-09-24;2;1;0;5;8
2012;9;39;2012-09-24;269;Di;2012-09-25;0;4;0;0;4
2019;7;30;2019-07-22;206;Do;2019-07-25;0;5;0;6;11
2011;12;51;2011-12-19;353;Mo;2011-12-19;0;4;0;1;5
2007;9;39;2007-09-24;272;Sa;2007-09-29;0;1;0;2;3
2019;12;49;2019-12-02;342;So;2019-12-08;0;1;0;0;1
2009;2;5;2009-01-26;32;So;2009-02-01;1;1;0;3;5
2016;12;49;2016-12-05;346;So;2016-12-11;0;0;0;1;1
2011;9;39;2011-09-26;270;Di;2011-09-27;3;2;0;4;9
2016;3;9;2016-02-29;65;Sa;2016-03-05;4;4;1;6;15
2007;4;16;2007-04-16;106;Mo;2007-04-16;0;2;1;4;7
2010;9;37;2010-09-13;259;Do;2010-09-16;1;2;0;3;6
2016;5;21;2016-05-23;148;Fr;2016-05-27;0;1;1;3;5
2009;12;50;2009-12-07;343;Mi;2009-12-09;0;1;1;3;5
2007;7;27;2007-07-02;189;So;2007-07-08;0;2;0;3;5
2008;4;16;2008-04-14;105;Mo;2008-04-14;0;3;0;3;6
2020;6;23;2020-06-01;155;Mi;2020-06-03;2;3;0;1;6
2011;7;27;2011-07-04;189;Fr;2011-07-08;0;2;0;1;3
2019;4;15;2019-04-08;99;Di;2019-04-09;0;2;1;2;5
2015;6;26;2015-06-22;175;Mi;2015-06-24;1;0;0;2;3
2020;8;35;2020-08-24;238;Di;2020-08-25;2;3;0;2;7
2006;10;42;2006-10-16;292;Do;2006-10-19;1;1;1;3;6
2008;6;23;2008-06-02;155;Di;2008-06-03;0;4;0;2;6
2016;4;14;2016-04-04;98;Do;2016-04-07;0;2;0;2;4
2011;1;2;2011-01-10;11;Di;2011-01-11;1;4;0;6;11
2010;2;5;2010-02-01;38;So;2010-02-07;1;1;0;2;4
2008;8;35;2008-08-25;238;Mo;2008-08-25;1;2;0;5;8
2019;12;50;2019-12-09;348;Sa;2019-12-14;1;2;0;3;6
2006;5;18;2006-05-01;126;Sa;2006-05-06;0;5;2;0;7
2010;7;26;2010-06-28;183;Fr;2010-07-02;0;3;0;1;4
2009;5;19;2009-05-04;127;Do;2009-05-07;2;3;0;2;7
2013;2;6;2013-02-04;39;Fr;2013-02-08;3;3;0;2;8
2009;7;31;2009-07-27;210;Mi;2009-07-29;0;1;1;0;2
2011;12;50;2011-12-12;349;Do;2011-12-15;1;0;0;1;2
2019;3;10;2019-03-04;66;Do;2019-03-07;0;1;0;7;8
2011;8;31;2011-08-01;213;Mo;2011-08-01;1;0;0;2;3
2019;5;22;2019-05-27;149;Mi;2019-05-29;0;1;1;2;4
2015;5;19;2015-05-04;125;Di;2015-05-05;0;5;1;1;7
2018;8;34;2018-08-20;233;Di;2018-08-21;0;3;0;1;4
2021;2;5;2021-02-01;32;Mo;2021-02-01;0;1;1;2;4
2020;7;28;2020-07-06;188;Mo;2020-07-06;0;5;0;3;8
2015;2;7;2015-02-09;42;Mi;2015-02-11;0;4;0;5;9
2015;12;51;2015-12-14;353;Sa;2015-12-19;1;1;0;3;5
2014;8;33;2014-08-11;228;Sa;2014-08-16;0;2;1;2;5
2009;3;12;2009-03-16;77;Mi;2009-03-18;1;5;0;3;9
2005;11;47;2005-11-21;331;So;2005-11-27;0;1;0;4;5
2010;11;45;2010-11-08;316;Fr;2010-11-12;1;3;0;5;9
2012;2;5;2012-01-30;34;Fr;2012-02-03;1;0;1;2;4
2007;2;7;2007-02-12;49;So;2007-02-18;0;5;0;4;9
2007;7;30;2007-07-23;208;Fr;2007-07-27;0;1;0;2;3
2010;4;15;2010-04-12;107;Sa;2010-04-17;0;1;0;6;7
2017;12;51;2017-12-18;355;Do;2017-12-21;0;3;0;1;4
2019;2;7;2019-02-11;42;Mo;2019-02-11;1;1;0;6;8
2015;4;18;2015-04-27;118;Di;2015-04-28;0;0;0;6;6
2010;7;27;2010-07-05;190;Fr;2010-07-09;0;2;0;0;2
2012;11;47;2012-11-19;329;Sa;2012-11-24;1;0;0;0;1
2009;5;20;2009-05-11;134;Do;2009-05-14;0;6;0;3;9
2013;7;28;2013-07-08;191;Mi;2013-07-10;0;2;1;5;8
2018;11;45;2018-11-05;309;Mo;2018-11-05;0;2;0;5;7
2009;12;51;2009-12-14;350;Mi;2009-12-16;2;1;0;5;8
2012;6;24;2012-06-11;167;Fr;2012-06-15;0;2;0;7;9
2008;6;26;2008-06-23;181;So;2008-06-29;0;7;0;2;9
2020;3;12;2020-03-16;79;Do;2020-03-19;0;5;0;5;10
2011;10;42;2011-10-17;292;Mi;2011-10-19;0;0;1;0;1
2015;11;49;2015-11-30;334;Mo;2015-11-30;0;3;0;2;5
2018;4;14;2018-04-02;93;Di;2018-04-03;0;3;0;3;6
2010;8;34;2010-08-23;240;Sa;2010-08-28;0;1;1;2;4
2016;10;43;2016-10-24;303;Sa;2016-10-29;0;0;1;0;1
2016;1;3;2016-01-18;22;Fr;2016-01-22;1;2;1;1;5
2017;6;26;2017-06-26;177;Mo;2017-06-26;0;2;2;5;9
2014;10;43;2014-10-20;297;Fr;2014-10-24;0;1;0;4;5
2014;8;31;2014-07-28;214;Sa;2014-08-02;0;2;0;1;3
2018;9;37;2018-09-10;259;So;2018-09-16;1;3;0;1;5
2012;2;9;2012-02-27;60;Mi;2012-02-29;0;2;1;2;5
2013;2;9;2013-02-25;58;Mi;2013-02-27;2;2;1;2;7
2006;3;11;2006-03-13;76;Fr;2006-03-17;0;0;0;2;2
2005;3;11;2005-03-14;77;Fr;2005-03-18;0;2;0;1;3
2007;3;11;2007-03-12;75;Fr;2007-03-16;0;4;1;9;14
2011;12;49;2011-12-05;342;Do;2011-12-08;0;1;0;0;1
2017;9;39;2017-09-25;272;Fr;2017-09-29;1;1;1;3;6
2009;8;32;2009-08-03;217;Mi;2009-08-05;0;0;0;5;5
2020;1;5;2020-01-27;29;Mi;2020-01-29;0;0;1;2;3
2015;7;30;2015-07-20;201;Mo;2015-07-20;0;3;0;8;11
2011;5;21;2011-05-23;146;Do;2011-05-26;0;1;0;5;6
2017;9;37;2017-09-11;255;Di;2017-09-12;0;3;0;1;4
2019;2;9;2019-02-25;56;Mo;2019-02-25;1;1;0;2;4
2008;10;42;2008-10-13;290;Do;2008-10-16;1;1;0;4;6
2005;4;16;2005-04-18;110;Mi;2005-04-20;0;2;0;4;6
2012;12;52;2012-12-24;359;Mo;2012-12-24;0;3;0;2;5
2017;1;4;2017-01-23;27;Fr;2017-01-27;1;3;1;4;9
2020;10;41;2020-10-05;281;Mi;2020-10-07;0;1;0;1;2
2021;1;4;2021-01-25;25;Mo;2021-01-25;0;1;0;2;3
2020;12;53;2020-12-28;364;Di;2020-12-29;0;0;0;6;6
2007;8;32;2007-08-06;222;Fr;2007-08-10;1;1;0;4;6
2017;7;30;2017-07-24;205;Mo;2017-07-24;0;1;0;2;3
2019;4;16;2019-04-15;106;Di;2019-04-16;0;2;0;1;3
2011;12;48;2011-11-28;336;Fr;2011-12-02;0;2;0;5;7
2013;12;1;2013-12-30;364;Mo;2013-12-30;0;2;0;4;6
2012;9;36;2012-09-03;252;Sa;2012-09-08;0;3;0;3;6
2017;3;11;2017-03-13;77;Sa;2017-03-18;0;2;0;4;6
2014;10;41;2014-10-06;280;Di;2014-10-07;0;2;1;4;7
2012;6;24;2012-06-11;169;So;2012-06-17;0;2;1;4;7
2011;6;24;2011-06-13;170;So;2011-06-19;0;2;1;3;6
2013;10;41;2013-10-07;281;Di;2013-10-08;0;2;0;4;6
2008;3;13;2008-03-24;88;Fr;2008-03-28;0;4;0;2;6
2014;4;17;2014-04-21;114;Do;2014-04-24;0;0;0;3;3
2014;10;41;2014-10-06;281;Mi;2014-10-08;0;0;0;1;1
2008;11;47;2008-11-17;328;So;2008-11-23;0;1;0;6;7
2016;1;2;2016-01-11;17;So;2016-01-17;0;2;1;2;5
2017;6;25;2017-06-19;172;Mi;2017-06-21;1;4;0;2;7
2008;1;1;2007-12-31;5;Sa;2008-01-05;0;2;0;4;6
2007;3;13;2007-03-26;89;Fr;2007-03-30;1;0;1;2;4
2010;5;21;2010-05-24;147;Do;2010-05-27;1;0;0;2;3
2012;10;43;2012-10-22;302;So;2012-10-28;0;2;1;3;6
2007;9;36;2007-09-03;248;Mi;2007-09-05;0;0;0;2;2
2020;9;37;2020-09-07;255;Fr;2020-09-11;2;3;0;3;8
2011;12;51;2011-12-19;356;Do;2011-12-22;0;0;0;1;1
2008;8;32;2008-08-04;221;Fr;2008-08-08;1;0;0;2;3
2009;11;46;2009-11-09;319;So;2009-11-15;0;3;0;5;8
2019;8;35;2019-08-26;239;Di;2019-08-27;1;0;0;0;1
2013;8;34;2013-08-19;231;Mo;2013-08-19;0;3;0;0;3
2020;12;49;2020-11-30;338;Do;2020-12-03;0;6;0;4;10
2015;10;44;2015-10-26;303;Fr;2015-10-30;1;2;0;3;6
2008;5;20;2008-05-12;138;Sa;2008-05-17;0;1;0;4;5
2013;3;10;2013-03-04;65;Mi;2013-03-06;0;1;0;1;2
2006;7;30;2006-07-24;211;So;2006-07-30;0;3;0;3;6
